word	jp_defs	pos	hanja	jp_trans
얌전하다	1.ものしずかだ【物静かだ】。おとなしい【大人しい】 2.おとなしい【大人しい】	「형용사」		性格や態度が静かで落ち着いている。 恰好が端正で、整っている。
얌전히	1.おとなしく【大人しく】。しとやかに【淑やかに】。つつましやかに【慎ましやかに】 2.たんせいに【端正に】。つつましやかに【慎ましやかに】。せいぜんと【整然と】	「부사」		性格や態度が物静かで慎み深いように。 整っている模様できちんと。
양	1.ように【様に】 2.つもり。かんがえ【考え】。き【気】	「의존 명사」		ある状態にあるか、ある行動をすると思われる状況を表す語。 意向や意図。
양-	よう【洋】	「접사」		「西洋風の」または「外国から入ってきた」という意を付加する接頭辞。
양-	よう【養】	「접사」		「直接的な血縁関係でない」という意を付加する接頭辞。
-양	よう【洋】	「접사」		「海」の意を付加する接尾辞。
-양	じょう【嬢】	「접사」		「その仕事を職業にする女性」の意を付加する接尾辞。
양	さん。ちゃん	「의존 명사」		目下の女性に対してやや敬う気持ちを込めて、その人を指したり呼ぶ語。
양	りょう【両】	「관형사」		二つ。また、両方とも。
양껏	いっぱい【一杯】。おもうぞんぶん【思う存分】。ありったけ。じゅうぶんに【十分に】。できるだけ	「부사」	量껏	できる限りまで。
양대	にだい【二大】。りょうだい【両大】	「관형사」	兩大	2本柱にするほど大きい二つ。
양심적	りょうしんてき【良心的】	「관형사」		正・不正について自分が立てた基準に従って正しい言行をしようとする心を持っているさま。
양적	りょうてき【量的】	「관형사」		数えたりはかったりできる物事と関連したさま。
양지바르다	ひあたりがよい【日当たりが良い】。ひなただ【日向だ】	「형용사」	陽地바르다	土地に日がよく当たるようになっている。
양하다	ふりをする	「보조 동사」		前の言葉が表す行動を偽っているという意を表す「補助動詞」。
양하다	ようだ	「보조 형용사」		前にくる言葉の意味する模様をしているという意を表す「補助形容詞」。
양호하다	りょうこうだ【良好だ】	「형용사」	良好하다	とても良い。
얕다	1.あさい【浅い】。ひくい【低い】 2.あさい【浅い】 3.あさい【浅い】 4.あさい【浅い】	「형용사」		表面から底まで、または外側から奥までの距離が短い。 思慮深くない。 水準や程度が低い。 時間があまり経過していない。 
얘	1.やあ。おや 2.やあ。おい	「감탄사」		驚いた時や会ってうれしい時に出す声。 大人が子供を呼ぶ時や、年齢の差があまりない人同士で相手を呼びかける時にいう語。
어	1.あ。あら。や。おお。わあ 2.あ。あら。おお。わあ  3.あ。やれやれ  4.あ。おい。ほら 5.あ。おお  6.あの。ええ	「감탄사」		驚き、うろたえ、焦りなどの感情を表す時に発する語。 喜びや感動を表す時に発する語。  心配、懸念、嘆きの感情を表す時に発する語。  呼びかけたり注意を引いたりする時に発する語。  知らなかったことに気付いた時に発する語。  ためらいながら言い出す時に発する語。
-어	ご【語】	「접사」		「言葉」または「単語」の意を付加する接尾辞。 
어기적어기적	よたよたと。よろよろと	「부사」		手足をぎこちなく大きく動かしながらゆっくり歩くさま。
어김없다	1.たがえない【違えない】 2.まちがいない【間違いない】	「형용사」		約束などを破ったりしない。 間違いがない。
어김없이	1.たがわず【違わず】 2.まちがいなく【間違いなく】	「부사」		約束などを破ることなく。 間違いがなく。
어눌하다	とつべんだ【訥弁だ】	「형용사」	語訥하다	能弁ではなく、つかえたりして喋り方が滑らかでない。
어느	1.どの。どんな 2.ある 3.どの 4.どれ。どの	「관형사」		多くの中でどんな。 確実でないか、はっきり言う必要がない事物・人・時・場所などを指す語。 どんなものでも。 ある程度、少し。または、程度・数・量などがどれぐらいなのかを聞く時に使う語。
어느덧	いつのまにか【いつの間にか】	「부사」		知らないうちに早くも。
어느새	いつのまにか【いつの間にか】	「부사」		知らないうちに早くも。
어두컴컴하다	くらい【暗い】	「형용사」		暗くてよく見えない。
어둑어둑	うすぐらい【薄暗い】。ほのぐらい【ほの暗い】	「부사」		事物をはっきりと見分けることができないほど暗いさま。
어둑어둑하다	うすぐらい【薄暗い】。ほのぐらい【ほの暗い】	「형용사」		事物をはっきりと見分けることができないほど暗い。
어둑하다	1.うすぐらい【薄暗い】 2.くらい【暗い】。うとい【疎い】	「형용사」		かなり暗い。 利口でなく不案内である。
어둠침침하다	うすぐらい【薄暗い】	「형용사」		暗くてぼやけて見える。
어둡다	1.くらい【暗い】 2.くらい【暗い】 3.くらい【暗い】 4.くらい【暗い】。きたいできない【期待できない】 5.くらい【暗い】。ふあんないだ【不案内だ】 6.よわい【弱い】。とおい【遠い】 7.くらい【暗い】 8.うとい【疎い】 9.くらむ【眩む・暗む】	「형용사」		光が無いか弱くて、明るくない。 色が濃くて、重い感じがする。 雰囲気・表情・性格などが憂鬱で重い。 希望がなく、絶望的で先が見えない。 人や社会が知恵がなく、考えが足りない。 目がよく見えないか、耳がよく聞こえない状態だ。 変で疑わしい、または不機嫌な感じがする。 ある事物や分野についてよく知らない状態だ。 ある物に欲を出す。
어디	1.どこ 2.どこ 3.どこか 4.どことなく。なんとなく 5.どこだとおもって【どこだと思って】。なんだとおもって【何だと思って】 6.まったく【全く】。どこまでも	「대명사」		知らない場所を指す語。 聞き手に明らかにしていない、ある場所を指す語。 決まっていないか、はっきり言えない、ある場所を指す語。 何々だとはっきり言いにくいことを指す語。 数量・範囲・場所などがとてもすごいことを指す語。 他の可能性が全くないことを指す語。
어디	よし。どれ	「감탄사」		ある事を成し遂げようとして、機会をうかがったり念を押したりするのに用いる語。 反語的に聞く時、その意味を強調するのに用いる語。 人の注意を呼びかけるのに用いる語。
어떠어떠하다	どうである。どういうふうである【どういう風である】	「형용사」		考え・状態・具合などが具体的でなく漠然と、どういう風である。
어떠하다	どうだ。どんな	「형용사」		考え、感じ、状態、都合などがどういうふうになっている。
어떤	1.どんな。どのような。どういう 2.どの【何の】 3.ある【或る】 4.どんな。いかなる【如何なる】	「관형사」		人や物の特徴、内容、性格、形などについて聞く時に用いる語。 提示された人や物の中で、何を指すかを聞く時に用いる語。 あえて言う必要のない対象の名をはっきり挙げずに物事をさす語。 関連した対象を特に制限せずに言う時に用いる語。
어떻다	どうだ	「형용사」		考え、感じ、状態、都合などがどういうふうになっている。
어련하다	まちがいない【間違いない】。たしかだ【確かだ】	「형용사」		心配しなくてもいいほど、うまくいくことが確実だ。
어련히	まちがいなく【間違いなく】。たしかに【確かに】	「부사」		心配しなくてもいいほど、うまくいくことが確実に。
어렴풋이	1.かすかに【幽かに・微かに】。ぼんやり。うすぼんやり【薄ぼんやり】 2.かすかに【幽かに・微かに】。ぼうっと。ぼんやり。うすぼんやり【薄ぼんやり】 3.かすかに【幽かに・微かに】 4.あさく【浅く】 5.ぼんやり。ほんのり	「부사」		記憶や考えなどがはっきりしないさま。 物の形がはっきりせず、ぼやけて見えるさま。 音がはっきり聞こえないさま。 深く眠っていないさま。 明かりが鮮明でないさま。
어렴풋하다	1.かすかだ【幽かだ・微かだ】。ぼんやりとする。うすぼんやりする【薄ぼんやりする】 2.かすかだ【幽かだ・微かだ】。ぼうっとする。ぼんやりとする。うすぼんやりする【薄ぼんやりする】 3.かすかだ【幽かだ・微かだ】。にぶい【鈍い】 4.ぼんやりとする。あさい【浅い】 5.ぼんやりとする。ほんのりする。にぶい【鈍い】	「형용사」		記憶や考えなどがはっきりしない。 物の形がはっきりせず、ぼやけて見える。 音がはっきり聞こえない。 深く眠っていない。 明かりが鮮明でない。
어렵다	1.むずかしい【難しい】 2.きびしい【厳しい】。たいへんだ【大変だ】 3.わかりにくい【分かり難い】。りかいしがたい【理解し難い】 4.まずしい【貧しい】。くるしい【苦しい】 5.きむずかしい【気難しい】 6.むずかしい【難しい】 7.ちかよりがたい【近寄り難い】	「형용사」		行うのが複雑だったり、困難だったりする。 困難なことや苦難が多い。 言葉や文章を理解するのが難しい。 貧乏で、生活が苦しい。 性格が穏やかでなく、頑固である。 可能性が少ない。 ある人に対し、隔たりを感じてぎくしゃくし、気兼ねする。
어렵사리	かろうじて【辛うじて】	「부사」		大変難しく。
어른스럽다	おとなびる【大人びる】	「형용사」		まだ若いのに行動や考えに大人びたところがある。
어른스레	おとなびて【大人びて】	「부사」		まだ若いのに行動や考えに大人びたところがあるさま。
어른어른	1.ちらちら 2.ゆらゆら 3.ちらちら	「부사」		何かが見えたり見えなかったりするさま。  波のように揺れ動くさま。 （比喩的に）恋しくて目の前にいるように感じられるさま。
어리다	1.おさない【幼い】 2.わかい【若い】 3.おさない【幼い】。よわい【弱い】 4.みじゅくだ【未熟だ】。ようちだ【幼稚だ】	「형용사」		年齢が低い。 年齢が比較対象より少ない。 動物が生まれて間もないか、植物が生えて間もないため、小さくて弱い。 考えが足りないか、経験が少ないか、水準が低い。
어리둥절하다	きょとんとする。ぽかんとする	「형용사」		事情がよく分からなくてぼんやりしている。
어리바리	ふらふら	「부사」		意識がはっきりしないか気力がなくて体に力が入らず、身動きがうまくできない様子。
어리바리하다	ぼうぜんとする【呆然とする】	「형용사」		ぼんやりしたり気抜けして、身動きがろくに出来ない状態だ。
어리벙벙하다	きょとんとする。ぽかんとする	「형용사」		事情がよく分からなくてぼんやりしている。
어리석다	おろかだ【愚かだ】。ばかだ【馬鹿だ】。まぬけだ【間抜けだ】	「형용사」		思考や行動が賢明でなく知恵が足りない。
어림없다	1.とんでもない。とほうもない【途方もない】 2.はなはだしい【甚だしい】。かぞえきれない【数え切れない】 3.とんでもない。とほうもない【途方もない】。みのほどしらずだ【身の程知らずだ】	「형용사」		成功の可能性がまったくない。 規模や程度などが普通の状態をはるかに超えて、見当がつかない。 自分の能力の程度を超えている。
어마어마하다	1.ものすごい【物凄い】。すごい【凄い】 2.ものものしい【物々しい】。おごそかだ【厳かだ】。いかめしい【厳しい】	「형용사」		驚くほど非常に大きかったり、ひどかったり、すごい。 圧倒されるほど立派で物凄い。
어머	あら。まあ	「감탄사」		主に女性が、予想外のことにより驚いたり感心したりしたときに発する声。
어머나	あら。まあ	「감탄사」		主に女性が、予想外のことにより驚いたり感心したりしたときに強調して発する声。
어머머	あら。まあ	「감탄사」		主に女性が、予想外のことにより驚いたり感心したりしたときにしきりに発する声。
어물어물	1.ちらちら 2.ぐずぐず。もたもた	「부사」		ゆっくり細かく動き続けるさま。 ゆっくりとしてはっきりしない言動をするさま。
어물쩍	あいまいに【曖昧に】	「부사」		言動をわざとはっきりさせず、いい加減にその場をごまかすさま。
어물쩍어물쩍	あいまいに【曖昧に】	「부사」		言動をわざとはっきりさせないさま。
어벙하다	まぬけだ【間抜けだ】。とんまだ	「형용사」		考えや行動に抜かりがあってややばかげている。
어색하다	1.きまずい【気まずい】 2.くるしい【苦しい】 3.ぎこちない。ふしぜんだ【不自然だ】	「형용사」	語塞하다	よく知らない人やあまり会いたくない人に会って、互いに気持ちがしっくりせず、不自然である。 言っていることの根拠が貧弱で非論理的である。 格式や規範、慣習などに合わなくて自然でない。
어서	1.はやく【早く】。さあ 2.さあ。どうぞ 3.はやく【早く】	「부사」		仕事や行動を急ぐように促す語。 嬉しく迎え入れたり、何かを勧めたりする時に用いる語。 遅滞なく急いで。
어서어서	1.はやくはやく【速く速く】。さあさあ 2.どうぞどうぞ	「부사」		仕事や行動をとても速くするように催促する言葉。 とてもうれしく迎え入れたり、とても切実に勧める言葉。
어설프다	1.ふてぎわだ【不手際だ】。まずい【不味い・拙い】。へただ【下手だ】。みじゅくだ【未熟だ】 2.ひんじゃくだ【貧弱だ】。なまはんかだ【生半可だ】。ちゅうとはんぱだ【中途半端だ】 3.かるがるしい【軽軽しい】。けいそつだ【軽率だ】 4.あさい【浅い】 5.あわい【淡い】	「형용사」		まだ慣れていなくて、滑らかでない。 知識や行動などが緻密でなく、手抜かりがある。 注意深く考えたり徹底的に準備したりせずに物事を行う。 深く眠れなかったり夢がはっきりしなかったりする。 煙やにおいなどが鮮明でなく、非常に薄い。
어설피	1.まずく【不味く・拙く】。へたに【下手に】。みじゅくに【未熟に】 2.なまはんかに【生半可に】。ちゅうとはんぱに【中途半端に】 3.かるがるしく【軽軽しく】。けいそつに【軽率に】 4.あさく【浅く】 5.あわく【淡く】	「부사」		まだ慣れていなくて、滑らかでないさま。 知識や行動などが緻密でなく、手抜かりがあるさま。 注意深く考えたり徹底的に準備したりせずに物事を行うさま。 深く眠れなかったり夢がはっきりしなかったりするさま。 煙やにおいなどが鮮明でなく、非常に薄く。
어수룩하다	1.なまっちょろい【生っちょろい】。おめでたい 2.ばからしい【馬鹿らしい】。あまい【甘い】 3.ゆるい【緩い】。あまい【甘い】	「형용사」		言葉や行動が純粋で、馬鹿正直である。 非常に鈍くて愚かだ。 厳しく統制されていない。
어수선하다	1.ちらかっている【散らかっている】 2.あわただしい【慌しい】。きがちる【気が散る】。おちつかない【落ち着かない】	「형용사」		色々なものがごちゃ混ぜになって、とても乱れている。 心が雰囲気が安定していなくて落ち着かない。
어스름하다	こぐらい【小暗い】。うすぐらい【薄暗い】。ほのぐらい【ほの暗い】	「형용사」		少し暗い。
어슬렁어슬렁	のそのそ。ぶらぶら。うろうろ	「부사」		体格の大きい人や動物が体を少し揺らしながらゆっくり歩き回るさま。
어슴푸레	1.ぼんやり。ほんのり 2.かすかに【幽かに・微かに】。ぼんやり。うすぼんやり【薄ぼんやり】 3.かすかに【幽かに・微かに】。ぼんやり。うすぼんやり【薄ぼんやり】	「부사」		明かりが鮮明でないさま。 はっきり見えたり聞こえたりしないさま。 記憶や意識などがはっきりしないさま。
어슴푸레하다	1.ぼんやりとする。ほんのりする。にぶい【鈍い】 2.かすかだ【幽かだ・微かだ】。ぼんやりとする。うすぼんやりする【薄ぼんやりする】 3.かすかだ【幽かだ・微かだ】。ぼんやりとする。うすぼんやりする【薄ぼんやりする】	「형용사」		明かりが鮮明でない。 はっきり見えたり聞こえたりしない。 記憶や意識などがはっきりしない。
어슷비슷하다	1.にたりよったりだ【似たり寄ったりだ】。にかよっている【似通っている】 2.いびつだ【歪だ】。ふぞろいだ【不揃いだ】	「형용사」		互いに似ている。 あっちに傾いたりこっちに傾いたりして揃っていない。
어슷하다	かたむいている【傾いている。いびつだ【歪だ】	「형용사」		片方にやや傾いている。
어어	1.あっ。あれ 2.ああ。おお	「감탄사」		思いがけない事態が発生し、驚いたり慌てたりする時に出す声。 励まし合いながらみんなで一つになって戦う時に出す声。
어여쁘다	かわいい【可愛い】	「형용사」		「可愛い」の古めかしい言い方。
어여삐	かわいらしく【可愛らしく】。いとしく【愛しく】	「부사」		見るからに可愛らしくてきれいに。
어엿이	どうどうと【堂堂と】。いちにんまえに【一人前に】。ひとかどに【一廉に】	「부사」		態度が非常にしっかりしていて堂々と。
어엿하다	どうどうとする【堂堂とする】。いちにんまえだ【一人前だ】。ひとかどだ【一廉だ】	「형용사」		態度が非常にしっかりしていて堂々としている。
어영부영	いいかげんに【いい加減に】。てきとうに【適当に】。なるがままに	「부사」		はっきりした積極的な意志なしにむやみに行動する様子。
어이	どう。いかに【如何に】。どのように	「부사」		「如何に」の古めかしい言い方。
어이구	1.あ。あら。やれやれ。まあ  2.あら。まあ  3.やれやれ	「감탄사」		痛みを感じたり、苦労したり、驚いたり、呆れたりした時に発する語。  懐かしかったり嬉しかったりする時に発する語。  絶望したり挫折したりした時に発する語。
어이구머니	おお。ああ。いたっ。いたい【痛い】	「감탄사」		とても痛い時やきつい時、驚いた時やあきれた時に出す声。
어이없다	あきれる【呆れる・惘れる】。あっけにとられる【呆気に取られる】。あぜんとする【唖然とする】	「형용사」		あまりにも意外なことに呆れ返りそうになる。
어이없이	あっけなく【呆気なく】。あえなく【敢え無く】	「부사」		あまりにも意外なことに呆れ返りそうに。
어이쿠	1.あ。あら。やれやれ。まあ  2.あら。まあ 3.やれやれ	「감탄사」		痛みを感じたり、苦労したり、腹が立ったり、呆れたりした時に発する語。  懐かしかったり嬉しかったりする時に発する語。  絶望したり挫折したりした時に発する語。
어저께	きのう【昨日】	「부사」		今日の一日前の日に。
어정쩡	1.あいまいに【曖昧に】。あやふやに 2.どっちつかずに【何方付かずに】。ちゅうとはんぱに【中途半端に】 3.あいまいに【曖昧に】。あやしげに【怪しげに】。いかがわしく【如何わしく】	「부사」		言葉や行動がはっきりしないさま。 自然でなかったり、どうすることもできなかったりして困っているさま。 疑わしくて気になるさま。
어정쩡하다	1.あいまいだ【曖昧だ】。あやふやだ 2.どっちつかずだ【何方付かずだ】。ちゅうとはんぱだ【中途半端だ】 3.あいまいだ【曖昧だ】。あやしい【怪しい】。いかがわしい【如何わしい】	「형용사」		言葉や行動がはっきりしない。 自然でなかったり、どうすることもできなかったりして困っている。 疑わしくて気になる。
어제	きのう【昨日】	「부사」		今日の一日前の日に。
어줍다	1.ふなれだ【不慣れだ・不馴れだ】。へただ【下手だ】。みじゅくだ【未熟だ】 2.ぎこちない。ふしぜんだ【不自然だ】 3.ぎこちない。ふしぜんだ【不自然だ】	「형용사」		言葉や行動が慣れていなくて、滑らかでなく不自然だ。 体の一部が不自由で、動きが鈍い。 恥ずかしがったり相手に悪いと思ったりして困っている。
어줍잖다		「형용사」		
어중간하다	はんぱだ【半端だ】。ちゅうとはんぱだ【中途半端だ】。あいまいだ【曖昧だ】 3.はんぱだ【半端だ】。ちゅうとはんぱだ【中途半端だ】。あいまいだ【曖昧だ】 4.はんぱだ【半端だ】。ちゅうとはんぱだ【中途半端だ】。あいまいだ【曖昧だ】	「형용사」	於中間하다	中ほどの位置にある。 どっちつかずである。 時間や時期がどちらを選んでも適当ではない。 基準にぴったり合ってはいないが、かなり近い。
어지간하다	1.まあまあだ 2.まあまあだ 3.まるい【丸い】。えんまんだ【円満だ】 4.むずかしい【難しい】。きむずかしい【気難しい】	「형용사」		水準が普通だったり、それより少し高かったりする。 程度や具合が基準からそれほど離れていない状態だ。 思ったより厳しくなく、穏やかだ。 性格が円満でなくて、扱いにくい。
어지간히	1.まあまあ 2.まあまあ 3.よっぽど【余っ程】。よほど【余程】。かなり【可成り・可也】 4.よっぽど【余っ程】。よほど【余程】。かなり【可成り・可也】	「부사」		水準が普通だったり、それより少し高かったりするさま。 程度や具合が基準からそれほど離れていないさま。 性格が円満でなくて、扱いにくいさま。 普通の程度をはるかに超えているさま。 
어지러이	1.くらくら。ふらふら 2.ごちゃごちゃに 3.ごちゃごちゃに 4.めちゃくちゃに【滅茶苦茶に】	「부사」		倒れそうになるほど、ぼんやり。 入りまじったり入り乱れたりして、まとまらないように。 物があちこちに置かれて乱雑に。 社会が秩序なく混乱しているさま。
어지럽다	1.めまいがする【目眩いがする・眩暈がする】。くらくらする。くらむ【眩む】 2.みだれる【乱れる】。ざつぜんたる【雑然たる】。ごちゃごちゃだ 3.みだれる【乱れる】。めちゃくちゃだ【滅茶苦茶だ】 4.みだれる【乱れる】 5.ちらかる【散らかる】。ざつぜんとする【雑然とする】。ごちゃごちゃだ	「형용사」		周りの物が全部回っているような感じがして倒れそうになる。 入りまじったり入り乱れたりして、まとまらない。 社会が秩序なく混乱している。 言葉や行動が正しくきちんとしていない。 物があちこちに乱雑に置かれている。
어질다	ぜんりょうだ【善良だ】	「형용사」		寛大で優しくて賢くて徳がある。
어질어질	くらくら。ぐらぐら	「부사」		しきりに気が遠くなったり、めまいがする感じ。
어질어질하다	くらくらする。ぐらぐらする	「형용사」		しきりに気が遠くなったり、めまいがする。
어쨌건	とにかく。いずれにせよ	「부사」		物事がどうなろうと関係なく。
어쨌든	とにかく。いずれにせよ	「부사」		何がどうなっても。または、どうなっていても。
어쨌든지	とにかく。いずれにせよ	「부사」		何がどうなっていても。
어쩌고저쩌고	なんだかんだ【何だ彼んだ】。ああだこうだ	「부사」		あれやこれや言葉を並べるさまをおどけていう語。
어쩌다	1.たまたま 2.たまに	「부사」		意外にも偶然に。 時折。また、時々。
어쩌다가	1.たまたま 2.たまに	「부사」		意外にも偶然に。 時折。また、時々。
어쩌면	1.もしかすると。ひょっとすると 2.どうして	「부사」		確実ではないが、推定して言えば。 一体どうやって。
어쩌면	なんと【何と】。なんて【何て】。どうして	「감탄사」		言い詰めたり感心したりしたときに発する声。
어쩐지	なぜか【何故か】。どういうわけか。どうやら。どうも。なんとなく【何となく】	「부사」		如何なる理由か分からないが。
어쩜	1.もしかすると。ひょっとすると 2.どうして。なんて【何て】	「부사」		確実ではないが、推定して言えば。 信じられないほどのことで、一体どうすれば。
어쩜	なんと【何と】。なんて【何て】	「감탄사」		予想外のことで驚いたり感心したりしたときに発する声。
어쭙잖다	1.なまいきだ【生意気だ】 2.ばかばかしい【馬鹿馬鹿しい】。たいしたことない【大したことない】	「형용사」		言葉つきや行動が、笑いものになるほど身の程をわきまえないところがある。 とても未熟でくだらないため、取るに足りない。
어찌	1.どうして。なぜ【何故】 2.どうして。どうやって。どのように 3. 4.あまりにも【余りにも】	「부사」		どんな理由で。 どんな方法で。また、どんな方式で。 ある観点では。 度合や程度が甚だしく。
어찌나	どんなに。あまり	「부사」		ある強度や程度が大きいことを強調していう語。
어찌어찌	なんとかして【何とかして】	「부사」		あの手この手で何とかしてみて。
어찔하다	くらっとする	「형용사」		いきなり気が遠くなって目まいがする。
어차피	どうせ。いずれにしても。いずれ。どのみち。どっちみち。けっきょく【結局】	「부사」	於此彼	その物事がああなってもこうなっても。また、ああしてもこうしても関係なく。
어처구니없다	あきれる【呆れる・惘れる】。あっけにとられる【呆気に取られる】。あぜんとする【唖然とする】	「형용사」		あまりにも意外なことに呆れ返りそうになる。
어처구니없이	あっけなく【呆気なく】。あえなく【敢え無く】	「부사」		あまりにも意外なことに呆れ返りそうで。
-어치	ぶん【分】。ほど【程】	「접사」		「その値段に値する分量」の意を付加する接尾辞。
어허	1.ははあ。うむ。おお 2.はあ。うむ	「감탄사」		考えられなかったことに気づいた時に出す声。 気に食わない時や不安な時に出す声。
어허허	ははは	「부사」		重みがありながら豪快で堂々と笑う声。
어험	1.えへん。おほん 2.えへん。おほん	「감탄사」		偉ぶって咳払いする時に出す声。 自分の存在を知らせるためにわざと咳払いする時に出す声。
어휴	ああ。おお。やれやれ	「감탄사」		とても疲れた時や、あきれたり挫折したりする時に出す声。
어흥	ウオー	「부사」		虎のほえる声。
억	あっ	「감탄사」		驚いたり突然倒れる時に出す声。
억	おく【億】	「수사」		一万の一万倍となる数。
억	おく【億】	「관형사」		一万の一万倍となる数の。
억만	おくまん【億万】	「관형사」	億萬	（比喩的に）数え切れないほど多くの。
억세다	1.つよい【強い】。かたい【固い】 2.こわい【強い】 3.がんじょうだ【頑丈だ】。タフだ 4.よっぽどだ【余っ程だ】。よほどだ【余程だ】。ひじょうだ【非常だ】 5.あらい【荒い】	「형용사」		決心したことをやり遂げようとする意志や行動が確実である。 魚の骨や植物の葉、糊のきいた布などが非常に固い。 手、足、骨格などが非常に大きくて、力が強い。 その程度が甚だしい。 言い方などが非常にタフでぶっきらぼうだ。
억압적	よくあつてき【抑圧的】	「관형사」		自由な行動ができないように抑え付けるさま。
억울하다	むねんだ【無念だ】。くやしい【悔しい】	「형용사」	抑鬱하다	間違いもしていないのに被害を被って悔しくてやりきれない。
억지로	むりに【無理に】。むりじいに【無理強いに】。ごういんに【強引に】。むりやりに【無理やりに】	「부사」		理や条件に合わず、無理矢理、強制的に。
억지스럽다	ごうじょうそうだ【強情そうだ】	「형용사」		頑なに意地を張って無理を通すところがある。
억척같이	しつように【執拗に】	「부사」		非常に積極的で粘り強く。
억척스럽다	しつようだ【執拗だ】。がんばりすぎる【頑張りすぎる】	「형용사」		厳しい環境にもかかわらず、すべてのことに積極的に取り組んで粘り強くやっていく態度である。
언뜻	1.ちらっと。ちらりと 2.ふと。ふいと。ひょいと	「부사」		通っていく間に何かが瞬間的に現れるさま。 考えや記憶などがふいと思い出されるさま。
언뜻언뜻	1.ちらっと。ちらりと 2.ふと。ふいと。ひょいと	「부사」		通っていく間に何かが瞬間的に何度も現れるさま。 考えや記憶などがしきりにふいと思い出されるさま。
언어적	げんごてき【言語的】	「관형사」		話や文章によるさま。また、話や文章を使って行うさま。
언제	1.いつ【何時】 2.このまえ【此の前】 3.いつ【何時】	「대명사」		知らないある時。 過去のある時。 特に定められていないある時。
언제	1.いつ【何時】 2.いつか【何時か】 3.いつ【何時】	「부사」		知らないある時に。 決まっていない将来のある時に。 どんな時に。
언제나	1.いつも【何時も】。つねに【常に】 2.いつごろ【何時頃】 3.いつでも【何時でも】	「부사」		どんな時でも。また、どのような時でも変わらず。 いつになったら。  どんな時でも。
언젠가	1.いつか【何時か】。いつのひか【何時の日か】。いまに【今に】 2.いつか【何時か】。いつのひか【何時の日か】。かつて【曽て】	「부사」		未来のある時に。 過去のある時に。
언짢다	ふきげんだ【不機嫌だ】。ふかいだ【不快だ】	「형용사」		気に入らなかったり機嫌が悪い。
얼-		「접사」		「未熟の｣、「足りない｣、「中途半端な」という意を付加する接頭辞。 「不確実に」または「いい加減に」という意を付加する接頭辞。
얼기설기	1.ごちゃごちゃ 2.そまつに【粗末に】。てきとうに【適当に】。おおざっぱに【大雑把に】 3.ごちゃごちゃ	「부사」		細い紐などがもつれているさま。 出来がいい加減で粗雑なさま。 事や関係、感情などがもつれているさま。
얼떨떨하다	1.めんくらう【面食らう】。あたまがふらつく【頭がふらつく】 2.あたまがふらふらする【頭がふらふらする】	「형용사」		思いがけないことで戸惑ったり、色々複雑なことがあってなすすべを知らないところがある。 頭がぐらぐらして目まいがする。
얼렁뚱땅	いいかげんに【いい加減に】。てきとうに【適当に】	「부사」		人に気づかれないようにうまく言い繕ったり、ある状況を巧みに抜け出す様子。
얼룩덜룩	まだらに【斑に】	「부사」		様々な暗い色の縞や斑点などがばらばらになっているさま。
얼룩덜룩하다	まだらだ【斑だ】	「형용사」		様々な暗い色の縞や斑点などがばらばらになっている。
얼룩얼룩	まだらに【斑に】	「부사」		様々な暗い色の縞や斑点などがばらばらになっているさま。
얼룩얼룩하다	まだらだ【斑だ】	「형용사」		様々な暗い色の縞や斑点などがばらばらになっている。
얼른	すぐ【直ぐ】。はやく【早く】。ただちに【直ちに】。すみやかに【速やかに】。すばやく【素早く】	「부사」		時間を長引かせることなくすぐ。
얼마나	1.どんなに 2.どれぐらい。いくらぐらい	「부사」		状態や感情などの程度がとても大変で大きく。 どの程度。
얼씨구		「감탄사」		興に乗ったり楽しいときに軽く拍子を取りながら発する声。 目に障るときに相手を皮肉ったりなめたりしながら発する声。
얼씨구절씨구		「감탄사」		興に乗ったり非常に楽しいときに拍子を取りながら発する声。
얼씬	1.ちらっと。ちらりと 2.ぺこぺこ	「부사」		ある場所や目の前に現れては消えるさま。 巧みな言動で相手の機嫌を取るさま。
얼씬얼씬	1.ちらっと。ちらりと 2.ぺこぺこ	「부사」		ある場所や目の前に現れたり消えたりするさま。 巧みな言動でしきりに相手の機嫌を取るさま。
얼얼하다	1.ひりひりする。ぴりぴりする 2.ひりひりする。ひりつく 3.もうろうとする【朦朧とする】 4.めんくらう【面食らう・面喰らう】	「형용사」		辛かったりきつかったりして、舌が刺されるような痛みを感じる。 傷や衝撃などで刺されるような痛みを感じる。 酔って意識がはっきりしない。 突然の出来事に驚いたり頭が混乱したりして、ぼやっとする。
얼쩡얼쩡	1.うろうろ 2.ぺこぺこ	「부사」		用もなく出歩いたり周りをぐるぐる歩き回るさま。 相手に気に入られようとお世辞を言いながらだまし続けるさま。
얼추	1.だいたい【大体】。ほとんど【殆ど】。たいがい【大概】。おおかた【大方】。ほぼ 2.ほとんど【殆ど】。ほぼ	「부사」		かなりの程度で大分。 ある基準にほとんど近く。
얼큰하다	1.ひりひりする。ぴりぴりする。ぴりっとする 2.ほろよい【ほろ酔い】	「형용사」		口の中が軽くしびれるほど少し辛い。 酔って意識が少しぼんやりする。
얼큰히	1.ひりひり。ぴりぴり。ぴりっと 2.ほろよい【ほろ酔い】	「부사」		口の中が軽くしびれるほど少し辛く。 酔って意識が少しぼんやりして。
